"seq","id","date","number_passengers","duration"
"75774",85043,2012-10-01,84,1.0446308
"75775",85044,2012-10-01,80,1.0097759
"75776",85045,2012-10-01,90,1.0392141
"75777",85047,2012-10-01,88,1.031452
"75778",85048,2012-10-02,42,2.0707371
"75779",85049,2012-10-02,42,2.1550117
"75780",85050,2012-10-02,44,2.0648217
"75781",85051,2012-10-02,42,2.1751804
"75782",85052,2012-10-02,41,2.0705037
"75783",85053,2012-10-02,42,1.9839693
"75784",85054,2012-10-02,42,2.0476427
"75785",85055,2012-10-02,37,2.020812
"75786",85056,2012-10-02,42,2.022404
"75787",85057,2012-10-02,42,2.197571
"75788",85058,2012-10-02,80,1.0361451
"75789",85059,2012-10-02,89,1.046724
"75790",85060,2012-10-02,80,1.0620694
"75791",85061,2012-10-02,86,1.1093544
"75792",85062,2012-10-02,80,1.1395551
"75793",85064,2012-10-02,82,1.0857604
"75794",85065,2012-10-02,82,1.1121613
"75795",85066,2012-10-02,76,1.0939553
"75796",85067,2012-10-02,81,1.1039113
"75797",85068,2012-10-02,81,1.1178232
"75798",85069,2012-10-02,83,1.0726992
"75799",85070,2012-10-03,35,2.170082
"75800",85071,2012-10-03,42,2.3329546
"75801",85072,2012-10-03,33,2.3111038
"75802",85073,2012-10-03,42,2.3482528
"75803",85074,2012-10-03,29,2.215322
"75804",85075,2012-10-03,29,2.2470477
"75805",85076,2012-10-03,28,2.1526787
"75806",85077,2012-10-03,42,2.2464705
"75807",85078,2012-10-03,36,2.2271874
"75808",85079,2012-10-03,32,2.3368561
"75809",85080,2012-10-03,55,1.2631679
"75810",85081,2012-10-03,74,1.2567781
"75811",85082,2012-10-03,73,1.2674301
"75812",85083,2012-10-03,74,1.2461036
"75813",85084,2012-10-03,74,1.245623
"75814",85085,2012-10-03,75,1.2302463
"75815",85086,2012-10-03,74,1.2632774
"75816",85087,2012-10-03,74,1.2489598
"75817",85088,2012-10-03,75,1.2393459
"75818",85089,2012-10-03,62,1.2370061
"75819",85090,2012-10-03,73,1.2634627
"75820",85091,2012-10-03,63,1.268174
"75821",85092,2012-10-04,38,2.0265431
"75822",85093,2012-10-04,40,1.982764
"75823",85094,2012-10-04,40,2.0189202
"75824",85095,2012-10-04,40,2.0769517
"75825",85096,2012-10-04,40,2.0908468
"75826",85097,2012-10-04,40,2.0855465
"75827",85098,2012-10-04,40,2.1554203
"75828",85099,2012-10-04,40,1.9028622
"75829",85100,2012-10-04,32,1.9193958
"75830",85101,2012-10-04,41,2.1766417
"75831",85102,2012-10-04,83,1.0637841
"75832",85103,2012-10-04,79,1.0680467
"75833",85104,2012-10-04,79,1.0535855
"75834",85105,2012-10-04,83,1.0934573
"75835",85106,2012-10-04,79,1.0544571
"75836",85107,2012-10-04,86,1.0267068
"75837",85108,2012-10-04,78,1.0847758
"75838",85109,2012-10-04,78,1.0950177
"75839",85110,2012-10-04,79,1.0656937
"75840",85111,2012-10-04,82,1.0353084
"75841",85112,2012-10-04,80,1.0500342
"75842",85113,2012-10-04,80,1.050756
"75843",85114,2012-10-05,40,2.1638896
"75844",85115,2012-10-05,41,2.0748854
"75845",85116,2012-10-05,40,1.9576203
"75846",85117,2012-10-05,37,2.0079224
"75847",85118,2012-10-05,39,2.0065548
"75848",85119,2012-10-05,38,1.9776456
"75849",85120,2012-10-05,40,2.0957084
"75850",85121,2012-10-05,40,2.056645
"75851",85123,2012-10-05,40,1.9934044
"75852",85124,2012-10-05,78,1.0996833
"75853",85125,2012-10-05,79,1.066828
"75854",85126,2012-10-05,78,1.0877501
"75855",85127,2012-10-05,79,1.0864488
"75856",85128,2012-10-05,79,1.0534595
"75857",85129,2012-10-05,78,1.071467
"75858",85130,2012-10-05,60,1.1350875
"75859",85132,2012-10-05,74,1.1017818
"75860",85133,2012-10-05,76,1.1233559
"75861",85134,2012-10-05,80,1.0296037
"75862",85135,2012-10-05,77,1.1070621
"75863",85158,2012-10-07,40,2.067565
"75864",85159,2012-10-07,40,2.2268367
"75865",85160,2012-10-07,37,2.153912
"75866",85161,2012-10-07,40,2.089471
"75867",85162,2012-10-07,36,2.1229157
"75868",85163,2012-10-07,42,2.1025887
"75869",85164,2012-10-07,40,2.1057963
"75870",85165,2012-10-07,40,2.2162166
"75871",85166,2012-10-07,40,2.1097212
"75872",85167,2012-10-07,38,2.0689533
"75873",85168,2012-10-07,40,2.096176
"75874",85169,2012-10-07,40,2.0435185
"75875",85170,2012-10-07,80,1.0358435
"75876",85171,2012-10-07,79,1.1054758
"75877",85172,2012-10-07,73,1.0544901
"75878",85173,2012-10-07,78,1.0805534
"75879",85174,2012-10-07,78,1.0889431
"75880",85175,2012-10-07,76,1.1294551
"75881",85176,2012-10-07,75,1.1547605
"75882",85177,2012-10-07,74,1.1781145
"75883",85178,2012-10-07,76,1.1297982
"75884",85180,2012-10-08,41,2.0688736
"75885",85181,2012-10-08,40,1.8989246
"75886",85182,2012-10-08,40,2.0350344
"75887",85183,2012-10-08,40,2.0992827
"75888",85184,2012-10-08,44,2.1446214
"75889",85185,2012-10-08,40,1.9332886
"75890",85186,2012-10-08,44,2.1085234
"75891",85188,2012-10-08,41,2.0058932
"75892",85189,2012-10-08,39,2.1079867
"75893",85190,2012-10-08,40,2.0562158
"75894",85191,2012-10-08,40,2.1840453
"75895",85192,2012-10-08,80,1.0617596
"75896",85193,2012-10-08,91,1.0231423
"75897",85194,2012-10-08,81,1.0471407
"75898",85195,2012-10-08,81,1.0541928
"75899",85196,2012-10-08,79,1.0540308
"75900",85197,2012-10-08,82,1.1590714
"75901",85198,2012-10-08,86,1.0466366
"75902",85199,2012-10-08,82,1.0213388
"75903",85201,2012-10-08,88,1.1222231
"75904",85202,2012-10-09,41,2.1573782
"75905",85203,2012-10-09,41,2.105293
"75906",85204,2012-10-09,37,2.0469084
"75907",85205,2012-10-09,38,2.0901072
"75908",85206,2012-10-09,46,2.0365798
"75909",85207,2012-10-09,41,1.9229642
"75910",85208,2012-10-09,41,1.927923
"75911",85209,2012-10-09,41,1.9775101
"75912",85210,2012-10-09,47,2.0182347
"75913",85211,2012-10-09,41,1.9970123
"75914",85212,2012-10-09,77,1.0146371
"75915",85213,2012-10-09,83,1.0074248
"75916",85214,2012-10-09,84,0.9882397
"75917",85215,2012-10-09,88,1.0106217
"75918",85216,2012-10-09,85,1.1003742
"75919",85217,2012-10-09,86,1.0413306
"75920",85218,2012-10-09,83,1.0190692
"75921",85219,2012-10-09,83,0.8999573
"75922",85220,2012-10-09,82,1.0317314
"75923",85221,2012-10-09,82,1.0472245
"75924",85222,2012-10-09,81,1.0530452
"75925",85223,2012-10-09,83,1.013175
"75926",85224,2012-10-10,40,2.0630507
"75927",85225,2012-10-10,45,1.9629872
"75928",85226,2012-10-10,44,2.0762405
"75929",85227,2012-10-10,42,1.8920438
"75930",85228,2012-10-10,42,2.0051131
"75931",85229,2012-10-10,43,2.0486472
"75932",85230,2012-10-10,36,1.9811935
"75933",85231,2012-10-10,44,2.0306852
"75934",85232,2012-10-10,43,2.009403
"75935",85233,2012-10-10,40,1.9581318
"75936",85234,2012-10-10,79,0.9852699
"75937",85235,2012-10-10,92,1.0711337
"75938",85236,2012-10-10,83,1.027132
"75939",85238,2012-10-10,84,1.0319394
"75940",85239,2012-10-10,85,1.0212382
"75941",85240,2012-10-10,85,1.0237175
"75942",85241,2012-10-10,83,1.0620493
"75943",85242,2012-10-10,92,1.0243049
"75944",85243,2012-10-10,87,1.0804822
"75945",85244,2012-10-10,80,1.0097
"75946",85245,2012-10-10,84,1.0609127
"75947",85247,2012-10-11,41,1.9860227
"75948",85248,2012-10-11,41,2.020241
"75949",85249,2012-10-11,40,2.0464964
"75950",85250,2012-10-11,40,2.1475117
"75951",85252,2012-10-11,40,2.040853
"75952",85253,2012-10-11,35,2.0212414
"75953",85254,2012-10-11,42,1.9835002
"75954",85255,2012-10-11,40,2.081567
"75955",85256,2012-10-11,82,1.0217657
"75956",85257,2012-10-11,78,1.0651643
"75957",85258,2012-10-11,82,1.0136368
"75958",85259,2012-10-11,87,0.9837251
"75959",85260,2012-10-11,82,1.0239961
"75960",85262,2012-10-11,82,1.0160286
"75961",85263,2012-10-11,80,1.0453734
"75962",85264,2012-10-11,84,0.97809243
"75963",85265,2012-10-11,86,1.0228801
"75964",85266,2012-10-11,82,1.0185701
"75965",85267,2012-10-11,79,1.0851867
"75966",85268,2012-10-12,34,2.0109687
"75967",85269,2012-10-12,43,2.0060432
"75968",85270,2012-10-12,39,2.0899155
"75969",85271,2012-10-12,41,2.0042121
"75970",85272,2012-10-12,38,2.0571723
"75971",85273,2012-10-12,41,2.0304742
"75972",85274,2012-10-12,39,2.090354
"75973",85275,2012-10-12,39,2.1593084
"75974",85276,2012-10-12,41,2.1555212
"75975",85277,2012-10-12,39,2.0911467
"75976",85278,2012-10-12,79,1.0428367
"75977",85279,2012-10-12,79,1.0448852
"75978",85280,2012-10-12,76,1.0582794
"75979",85281,2012-10-12,77,1.0768185
"75980",85282,2012-10-12,81,1.0645092
"75981",85283,2012-10-12,78,1.0744652
"75982",85284,2012-10-12,71,1.0496254
"75983",85285,2012-10-12,69,1.1059226
"75984",85286,2012-10-12,77,1.0961581
"75985",85287,2012-10-12,82,1.0889903
"75986",85288,2012-10-12,81,1.0022109
"75987",85289,2012-10-12,76,1.1034801
"75988",85290,2012-10-13,36,2.0453825
"75989",85291,2012-10-13,40,2.054024
"75990",85292,2012-10-13,40,2.0893865
"75991",85293,2012-10-13,40,1.9560331
"75992",85294,2012-10-13,41,1.9564297
"75993",85295,2012-10-13,40,2.006076
"75994",85296,2012-10-13,41,2.0972962
"75995",85297,2012-10-13,40,1.9083207
"75996",85300,2012-10-13,82,1.0074036
"75997",85301,2012-10-13,79,1.0710286
"75998",85302,2012-10-13,82,1.0059555
"75999",85303,2012-10-13,83,1.0264114
"76000",85304,2012-10-13,79,1.0496744
"76001",85305,2012-10-13,79,1.0960501
"76002",85306,2012-10-13,89,1.0261115
"76003",85307,2012-10-13,82,1.0133103
"76004",85308,2012-10-13,81,1.0288942
"76005",85310,2012-10-13,79,1.0796776
"76006",85311,2012-10-13,83,0.9867293
"76007",85314,2012-10-14,40,2.0953877
"76008",85315,2012-10-14,40,2.011458
"76009",85316,2012-10-14,40,2.0813475
"76010",85317,2012-10-14,40,1.7515453
"76011",85318,2012-10-14,40,1.9652569
"76012",85319,2012-10-14,40,1.8877181
"76013",85320,2012-10-14,46,2.0492184
"76014",85321,2012-10-14,40,2.0510225
"76015",85322,2012-10-14,40,1.9975858
"76016",85323,2012-10-14,40,2.0034642
"76017",85324,2012-10-14,80,1.0411505
"76018",85325,2012-10-14,82,1.024568
"76019",85326,2012-10-14,79,1.0653032
"76020",85327,2012-10-14,82,0.99695253
"76021",85328,2012-10-14,74,1.0423869
"76022",85329,2012-10-14,84,1.0471605
"76023",85330,2012-10-14,82,1.0115675
"76024",85331,2012-10-14,78,0.97217834
"76025",85332,2012-10-14,86,1.0227652
"76026",85333,2012-10-14,79,1.0798519
"76027",85335,2012-10-15,35,2.1420553
"76028",85336,2012-10-15,40,2.2076614
"76029",85337,2012-10-15,40,1.9549229
"76030",85338,2012-10-15,29,2.1513503
"76031",85339,2012-10-15,35,2.048253
"76032",85340,2012-10-15,38,2.01027
"76033",85341,2012-10-15,33,2.158728
"76034",85342,2012-10-15,40,2.1729367
"76035",85343,2012-10-15,37,2.0048985
"76036",85344,2012-10-15,40,2.0937274
"76037",85345,2012-10-15,40,2.1506083
"76038",85346,2012-10-15,81,1.0041031
"76039",85347,2012-10-15,76,1.1327668
"76040",85348,2012-10-15,78,1.0911267
"76041",85349,2012-10-15,80,1.0637115
"76042",85350,2012-10-15,68,1.023109
"76043",85352,2012-10-15,68,1.1608939
"76044",85353,2012-10-15,77,1.1017619
"76045",85355,2012-10-15,75,1.1430651
"76046",85357,2012-10-16,39,2.0083847
"76047",85358,2012-10-16,37,2.0286372
"76048",85360,2012-10-16,39,2.0360842
"76049",85361,2012-10-16,35,2.014069
"76050",85362,2012-10-16,33,2.1818695
"76051",85363,2012-10-16,39,2.0238826
"76052",85364,2012-10-16,41,2.043776
"76053",85365,2012-10-16,30,2.1332283
"76054",85366,2012-10-16,73,1.0734575
"76055",85367,2012-10-16,75,1.0896636
"76056",85368,2012-10-16,79,1.0154048
"76057",85369,2012-10-16,75,1.0350968
"76058",85370,2012-10-16,75,1.0242913
"76059",85371,2012-10-16,76,1.0413146
"76060",85372,2012-10-16,77,1.0570018
"76061",85373,2012-10-16,74,1.1126283
"76062",85374,2012-10-16,76,1.069555
"76063",85375,2012-10-16,84,1.0668966
"76064",85376,2012-10-16,76,1.0760807
"76065",85377,2012-10-16,76,1.0702534
"76066",85378,2012-10-17,41,2.0553286
"76067",85379,2012-10-17,39,2.170945
"76068",85380,2012-10-17,41,2.1048968
"76069",85381,2012-10-17,41,2.1492007
"76070",85382,2012-10-17,44,2.1110315
"76071",85383,2012-10-17,41,2.0825164
"76072",85384,2012-10-17,41,2.1231737
"76073",85385,2012-10-17,41,2.227356
"76074",85386,2012-10-17,41,2.1354299
"76075",85387,2012-10-17,41,2.0578249
"76076",85388,2012-10-17,80,1.0767294
"76077",85390,2012-10-17,82,1.0526426
"76078",85391,2012-10-17,84,1.019732
"76079",85392,2012-10-17,80,1.0827223
"76080",85393,2012-10-17,82,1.0431781
"76081",85394,2012-10-17,86,0.99977314
"76082",85395,2012-10-17,80,1.0833819
"76083",85396,2012-10-17,82,1.0373652
"76084",85397,2012-10-17,85,1.0841206
"76085",85398,2012-10-17,80,1.0766287
"76086",85399,2012-10-17,81,1.0687487
"76087",85400,2012-10-18,40,1.9898098
"76088",85401,2012-10-18,42,2.1187158
"76089",85402,2012-10-18,40,2.085182
"76090",85403,2012-10-18,38,2.0177836
"76091",85404,2012-10-18,40,1.9933993
"76092",85405,2012-10-18,40,2.1494098
"76093",85407,2012-10-18,36,2.1234791
"76094",85408,2012-10-18,40,2.0376089
"76095",85409,2012-10-18,37,2.0655713
"76096",85410,2012-10-18,83,1.0835657
"76097",85411,2012-10-18,75,1.0951486
"76098",85412,2012-10-18,78,1.1211846
"76099",85414,2012-10-18,79,1.0579364
"76100",85415,2012-10-18,79,1.0685216
"76101",85416,2012-10-18,77,1.1085293
"76102",85417,2012-10-18,76,1.124188
"76103",85418,2012-10-18,79,1.053867
"76104",85419,2012-10-18,79,1.0716056
"76105",85420,2012-10-18,76,1.0622003
"76106",85421,2012-10-18,78,1.0264503
"76107",85422,2012-10-19,41,2.1061485
"76108",85423,2012-10-19,44,2.0185757
"76109",85424,2012-10-19,41,2.1268709
"76110",85425,2012-10-19,41,2.0497854
"76111",85426,2012-10-19,41,1.8664652
"76112",85427,2012-10-19,41,2.097784
"76113",85428,2012-10-19,41,2.1441417
"76114",85429,2012-10-19,41,2.191297
"76115",85430,2012-10-19,38,2.0556545
"76116",85431,2012-10-19,41,2.063081
"76117",85432,2012-10-19,80,1.0876546
"76118",85434,2012-10-19,82,1.0662442
"76119",85435,2012-10-19,82,1.0349553
"76120",85436,2012-10-19,80,1.0222231
"76121",85437,2012-10-19,84,1.1041301
"76122",85438,2012-10-19,86,1.0588212
"76123",85439,2012-10-19,81,1.0538456
"76124",85440,2012-10-19,86,1.0217967
"76125",85441,2012-10-19,79,1.1017617
"76126",85442,2012-10-19,81,1.0621504
"76127",85443,2012-10-19,82,1.0483332
"76128",85444,2012-10-20,38,2.0357683
"76129",85445,2012-10-20,38,2.09765
"76130",85446,2012-10-20,36,1.9695288
"76131",85447,2012-10-20,37,2.057781
"76132",85448,2012-10-20,37,1.9155068
"76133",85449,2012-10-20,38,1.884343
"76134",85450,2012-10-20,36,2.178549
"76135",85451,2012-10-20,38,2.0897462
"76136",85452,2012-10-20,38,1.8967882
"76137",85453,2012-10-20,38,1.9929153
"76138",85454,2012-10-20,71,1.0006135
"76139",85455,2012-10-20,80,1.0143636
"76140",85457,2012-10-20,75,1.0076826
"76141",85458,2012-10-20,76,1.0442622
"76142",85459,2012-10-20,76,1.0487087
"76143",85460,2012-10-20,71,0.99525285
"76144",85461,2012-10-20,77,1.0336881
"76145",85462,2012-10-20,78,1.0136763
"76146",85463,2012-10-20,74,1.0151088
"76147",85464,2012-10-20,76,1.0474048
"76148",85465,2012-10-20,73,1.0125235
"76149",85488,2012-10-22,43,2.014547
"76150",85489,2012-10-22,35,1.9131984
"76151",85490,2012-10-22,38,1.9253553
"76152",85491,2012-10-22,39,2.0143824
"76153",85492,2012-10-22,38,1.9904557
"76154",85493,2012-10-22,38,2.0700014
"76155",85494,2012-10-22,42,2.1106231
"76156",85495,2012-10-22,38,2.1232734
"76157",85496,2012-10-22,40,2.0919597
"76158",85497,2012-10-22,38,2.0848682
"76159",85498,2012-10-22,43,1.9288749
"76160",85499,2012-10-22,41,2.101758
"76161",85500,2012-10-22,77,1.0475603
"76162",85501,2012-10-22,80,1.0611315
"76163",85502,2012-10-22,68,1.0589652
"76164",85503,2012-10-22,77,1.047836
"76165",85504,2012-10-22,77,1.0458721
"76166",85505,2012-10-22,75,1.0829278
"76167",85506,2012-10-22,77,1.0443722
"76168",85507,2012-10-22,76,1.0600038
"76169",85508,2012-10-22,77,1.0449184
"76170",85509,2012-10-22,80,0.98019356
"76171",85510,2012-10-23,37,2.1717415
"76172",85511,2012-10-23,38,1.9800023
"76173",85512,2012-10-23,38,2.0218809
"76174",85513,2012-10-23,38,2.067376
"76175",85514,2012-10-23,39,2.0403502
"76176",85516,2012-10-23,36,2.0171826
"76177",85517,2012-10-23,38,2.0423725
"76178",85518,2012-10-23,38,2.0056374
"76179",85519,2012-10-23,37,1.9243906
"76180",85521,2012-10-23,76,1.0578791
"76181",85522,2012-10-23,80,1.0498959
"76182",85523,2012-10-23,75,1.021423
"76183",85524,2012-10-23,78,1.0191299
"76184",85525,2012-10-23,78,1.0391382
"76185",85526,2012-10-23,76,1.0605525
"76186",85527,2012-10-23,79,0.9987748
"76187",85528,2012-10-23,79,1.0087873
"76188",85529,2012-10-23,76,1.0567665
"76189",85530,2012-10-23,79,0.99833435
"76190",85531,2012-10-23,75,1.0794569
"76191",85532,2012-10-24,40,2.049354
"76192",85534,2012-10-24,41,2.024866
"76193",85535,2012-10-24,40,2.0774572
"76194",85536,2012-10-24,40,2.2169752
"76195",85537,2012-10-24,40,2.0561051
"76196",85538,2012-10-24,40,2.1841323
"76197",85539,2012-10-24,42,2.046503
"76198",85540,2012-10-24,41,2.1302397
"76199",85541,2012-10-24,40,2.0458236
"76200",85542,2012-10-24,85,1.0598034
"76201",85543,2012-10-24,84,1.0572916
"76202",85545,2012-10-24,81,1.0213708
"76203",85546,2012-10-24,80,1.0439548
"76204",85547,2012-10-24,83,1.0766752
"76205",85548,2012-10-24,79,1.100565
"76206",85549,2012-10-24,77,1.1114753
"76207",85550,2012-10-24,79,1.0748688
"76208",85551,2012-10-24,77,1.0733904
"76209",85552,2012-10-24,79,1.0571833
"76210",85553,2012-10-24,81,1.0226644
"76211",85554,2012-10-25,38,2.017415
"76212",85555,2012-10-25,39,2.0870533
"76213",85556,2012-10-25,38,1.9875332
"76214",85557,2012-10-25,38,1.8939229
"76215",85559,2012-10-25,37,2.0499082
"76216",85560,2012-10-25,39,1.9510187
"76217",85561,2012-10-25,38,2.0621433
"76218",85562,2012-10-25,38,1.8757328
"76219",85563,2012-10-25,35,1.9887873
"76220",85564,2012-10-25,78,1.0210055
"76221",85565,2012-10-25,76,1.0696055
"76222",85566,2012-10-25,77,1.0487963
"76223",85567,2012-10-25,80,1.0810602
"76224",85568,2012-10-25,81,1.0114291
"76225",85569,2012-10-25,73,1.0123163
"76226",85570,2012-10-25,68,1.0359741
"76227",85571,2012-10-25,79,1.0187727
"76228",85572,2012-10-25,79,1.0156884
"76229",85573,2012-10-25,78,1.0363787
"76230",85574,2012-10-25,85,1.0829703
"76231",85575,2012-10-25,77,1.0468886
"76232",85576,2012-10-26,34,1.9447658
"76233",85577,2012-10-26,41,2.0249631
"76234",85579,2012-10-26,39,2.1747184
"76235",85580,2012-10-26,39,2.0269907
"76236",85581,2012-10-26,34,1.882922
"76237",85582,2012-10-26,39,2.0688555
"76238",85583,2012-10-26,42,2.0142195
"76239",85584,2012-10-26,39,2.1114426
"76240",85585,2012-10-26,36,1.9742997
"76241",85586,2012-10-26,79,1.0268316
"76242",85587,2012-10-26,76,1.090491
"76243",85588,2012-10-26,79,1.0374366
"76244",85589,2012-10-26,77,1.081314
"76245",85590,2012-10-26,75,1.108867
"76246",85591,2012-10-26,74,1.029567
"76247",85592,2012-10-26,80,1.0186138
"76248",85593,2012-10-26,80,1.0118083
"76249",85594,2012-10-26,77,1.0773816
"76250",85595,2012-10-26,78,1.1180819
"76251",85596,2012-10-26,79,0.9702298
"76252",85597,2012-10-26,79,1.0368798
"76253",85598,2012-10-27,37,2.1385207
"76254",85599,2012-10-27,36,2.0812595
"76255",85600,2012-10-27,31,2.03305
"76256",85601,2012-10-27,38,2.0464947
"76257",85602,2012-10-27,36,2.0623333
"76258",85603,2012-10-27,38,2.0918345
"76259",85604,2012-10-27,35,2.0256972
"76260",85605,2012-10-27,38,2.0936737
"76261",85606,2012-10-27,41,2.0388253
"76262",85607,2012-10-27,39,2.1248875
"76263",85608,2012-10-27,67,1.0914922
"76264",85609,2012-10-27,75,1.0292084
"76265",85610,2012-10-27,75,1.0912546
"76266",85612,2012-10-27,72,1.0435318
"76267",85613,2012-10-27,76,1.0852498
"76268",85614,2012-10-27,74,1.0634836
"76269",85615,2012-10-27,77,1.0023493
"76270",85616,2012-10-27,76,1.0807769
"76271",85617,2012-10-27,77,1.0461059
"76272",85618,2012-10-27,77,1.0575526
"76273",85619,2012-10-27,75,1.0901102
"76274",85620,2012-10-28,40,2.0763364
"76275",85621,2012-10-28,39,1.9260129
"76276",85622,2012-10-28,42,2.1570287
"76277",85623,2012-10-28,41,2.013217
"76278",85624,2012-10-28,39,2.0093892
"76279",85625,2012-10-28,44,2.0904956
"76280",85626,2012-10-28,39,2.1829007
"76281",85627,2012-10-28,37,2.0789554
"76282",85628,2012-10-28,39,1.9930468
"76283",85629,2012-10-28,42,2.072464
"76284",85630,2012-10-28,40,2.0243945
"76285",85631,2012-10-28,40,2.1480854
"76286",85632,2012-10-28,83,1.0493809
"76287",85633,2012-10-28,81,1.0838809
"76288",85634,2012-10-28,81,1.058704
"76289",85635,2012-10-28,80,0.98600864
"76290",85636,2012-10-28,78,1.0417887
"76291",85637,2012-10-28,76,1.0278065
"76292",85638,2012-10-28,87,1.0546802
"76293",85639,2012-10-28,77,1.0483581
"76294",85640,2012-10-28,77,1.0833741
"76295",85641,2012-10-28,77,1.0592345
"76296",85664,2012-10-30,42,2.050278
"76297",85665,2012-10-30,37,2.0152423
"76298",85666,2012-10-30,41,2.1103218
"76299",85667,2012-10-30,40,2.1444547
"76300",85668,2012-10-30,39,2.2404878
"76301",85669,2012-10-30,39,2.135059
"76302",85670,2012-10-30,39,2.0778146
"76303",85671,2012-10-30,42,2.0027328
"76304",85672,2012-10-30,34,2.0959058
"76305",85673,2012-10-30,39,2.129563
"76306",85674,2012-10-30,78,1.0409986
"76307",85675,2012-10-30,78,1.1279843
"76308",85676,2012-10-30,80,1.0898316
"76309",85677,2012-10-30,75,1.1035694
"76310",85678,2012-10-30,74,1.1188097
"76311",85679,2012-10-30,75,1.0647324
"76312",85680,2012-10-30,80,1.0963324
"76313",85682,2012-10-30,74,1.1268532
"76314",85683,2012-10-30,76,1.0899073
"76315",85684,2012-10-30,76,1.0871305
"76316",85685,2012-10-30,76,1.0906426
"76317",85686,2012-10-31,40,1.9901825
"76318",85687,2012-10-31,40,2.1566076
"76319",85688,2012-10-31,38,2.202239
"76320",85689,2012-10-31,40,1.977172
"76321",85690,2012-10-31,40,2.1668088
"76322",85691,2012-10-31,44,2.0224252
"76323",85692,2012-10-31,33,2.06168
"76324",85693,2012-10-31,36,1.9857895
"76325",85694,2012-10-31,40,2.0776658
"76326",85695,2012-10-31,40,2.0859928
"76327",85696,2012-10-31,71,1.0304589
"76328",85697,2012-10-31,78,1.0766045
"76329",85698,2012-10-31,77,1.1380978
"76330",85699,2012-10-31,83,1.103192
"76331",85700,2012-10-31,78,1.0806
"76332",85701,2012-10-31,76,1.0964229
"76333",85702,2012-10-31,76,1.1174831
"76334",85703,2012-10-31,79,1.0541553
"76335",85704,2012-10-31,81,1.016088
"76336",85705,2012-10-31,82,1.0330255
"76337",85706,2012-10-31,75,1.0579957
"76338",85707,2012-10-31,77,1.095953
"76339",85708,2012-11-01,38,2.1363502
"76340",85709,2012-11-01,38,1.9667464
"76341",85710,2012-11-01,38,1.9534595
"76342",85711,2012-11-01,38,2.1385152
"76343",85712,2012-11-01,38,2.1727648
"76344",85713,2012-11-01,38,1.9779185
"76345",85715,2012-11-01,38,2.084884
"76346",85716,2012-11-01,38,1.9659601
"76347",85717,2012-11-01,38,1.9836848
"76348",85718,2012-11-01,83,1.0467829
"76349",85719,2012-11-01,74,1.1097823
"76350",85720,2012-11-01,84,1.0573903
"76351",85721,2012-11-01,76,1.0568779
"76352",85722,2012-11-01,78,1.0133487
"76353",85723,2012-11-01,76,1.0696384
"76354",85724,2012-11-01,84,1.0270823
"76355",85725,2012-11-01,83,1.0749784
"76356",85726,2012-11-01,76,1.0734969
"76357",85727,2012-11-01,79,1.0003942
"76358",85728,2012-11-01,75,1.0950129
"76359",85729,2012-11-01,77,1.0472158
"76360",85730,2012-11-02,38,1.9793855
"76361",85731,2012-11-02,33,2.025569
"76362",85732,2012-11-02,36,2.1316957
"76363",85733,2012-11-02,29,1.9922161
"76364",85734,2012-11-02,38,2.1494248
"76365",85735,2012-11-02,41,2.0944955
"76366",85736,2012-11-02,34,2.0623667
"76367",85737,2012-11-02,38,2.0353603
"76368",85738,2012-11-02,36,2.0811048
"76369",85739,2012-11-02,38,2.0641413
"76370",85740,2012-11-02,78,1.09186
"76371",85741,2012-11-02,77,1.0278705
"76372",85742,2012-11-02,68,1.056807
"76373",85743,2012-11-02,73,1.1122246
"76374",85744,2012-11-02,76,1.0387175
"76375",85745,2012-11-02,73,1.0570501
"76376",85746,2012-11-02,72,1.0557009
"76377",85747,2012-11-02,75,1.0654289
"76378",85748,2012-11-02,75,1.0631924
"76379",85749,2012-11-02,74,1.0931493
"76380",85750,2012-11-02,77,1.0170894
"76381",85751,2012-11-02,76,1.0462495
"76382",85752,2012-11-03,37,1.9756881
"76383",85753,2012-11-03,37,2.0802705
"76384",85754,2012-11-03,37,2.0552537
"76385",85755,2012-11-03,37,2.0546424
"76386",85756,2012-11-03,37,1.9096965
"76387",85758,2012-11-03,37,2.130399
"76388",85759,2012-11-03,37,2.199151
"76389",85760,2012-11-03,34,1.9982506
"76390",85761,2012-11-03,37,2.1658347
"76391",85762,2012-11-03,71,1.0489368
"76392",85763,2012-11-03,75,1.0497204
"76393",85764,2012-11-03,76,1.0603819
"76394",85765,2012-11-03,81,1.0770264
"76395",85766,2012-11-03,75,0.99531496
"76396",85767,2012-11-03,82,1.0782216
"76397",85768,2012-11-03,76,1.0302217
"76398",85769,2012-11-03,82,1.0354899
"76399",85770,2012-11-03,77,1.0194293
"76400",85771,2012-11-03,75,1.0372176
"76401",85772,2012-11-03,73,1.0744891
"76402",85773,2012-11-03,78,0.9897478
"76403",85774,2012-11-04,34,2.0533068
"76404",85775,2012-11-04,38,1.9336458
"76405",85776,2012-11-04,42,2.1720357
"76406",85777,2012-11-04,38,2.069322
"76407",85778,2012-11-04,36,1.9988067
"76408",85779,2012-11-04,35,2.0990489
"76409",85781,2012-11-04,35,2.1334338
"76410",85782,2012-11-04,38,2.010055
"76411",85783,2012-11-04,36,2.0755196
"76412",85784,2012-11-04,36,1.9848242
